timestamp,site,turbine_id,turbine_model,wind_speed_mps,wind_dir_deg,power_electric_kw,energy_kwh,tariff_eur_mwh,eur_uah,revenue_uah,year,quarter,month,day,hour,wind_speed_bin
2025-01-01 11:00:00,Coastal,Coastal-T1,3MW-A,5.40967708751854,122.69856019633282,231.59095165416704,231.59095165416704,77.0019402304692,40.38854802873209,720.2470632735487,2025,1,1,2025-01-01,11,5-7
2025-01-01 12:00:00,Coastal,Coastal-T1,3MW-A,5.160761427842934,273.99959246810135,194.7952828833194,194.7952828833194,73.50536633031399,40.732626585433906,583.230057868414,2025,1,1,2025-01-01,12,5-7
2025-01-01 13:00:00,Coastal,Coastal-T1,3MW-A,7.074963608362445,359.344489374289,576.9631077330185,576.9631077330185,76.2304655752582,40.19077310817482,1767.677267462989,2025,1,1,2025-01-01,13,7-9
2025-01-01 14:00:00,Coastal,Coastal-T1,3MW-A,7.664361150753249,178.8879893570794,746.4254189869355,746.4254189869355,71.53792839047536,41.789958788672834,2231.488859729922,2025,1,1,2025-01-01,14,7-9
2025-01-01 15:00:00,Coastal,Coastal-T1,3MW-A,8.161000919545119,214.47474915011577,911.0025767397439,911.0025767397439,75.18453729559117,41.15237595692621,2818.6623287267744,2025,1,1,2025-01-01,15,7-9
2025-01-01 16:00:00,Coastal,Coastal-T1,3MW-A,19.376952323106934,194.93798556548415,3000.0,3000.0,69.82400539869491,40.64891216235153,8514.809586825324,2025,1,1,2025-01-01,16,15-20
2025-01-01 17:00:00,Coastal,Coastal-T1,3MW-A,11.058988915579526,231.04878673321346,2337.791907336784,2337.791907336784,73.45399087980306,39.818526468855325,6837.643156453995,2025,1,1,2025-01-01,17,9-12
2025-01-01 18:00:00,Coastal,Coastal-T1,3MW-A,8.890112978144954,248.67294093652822,1191.573467443683,1191.573467443683,73.37850764218685,40.845374914174535,3571.351413388607,2025,1,1,2025-01-01,18,7-9
2025-01-01 19:00:00,Coastal,Coastal-T1,3MW-A,17.841484800490885,287.23163619241814,3000.0,3000.0,76.63184217339808,41.664569346226656,9578.498107087924,2025,1,1,2025-01-01,19,15-20
2025-01-01 20:00:00,Coastal,Coastal-T1,3MW-A,4.726475829924457,150.75471993013292,138.6022142482973,138.6022142482973,75.42171238704424,40.76522025222064,426.1439725014354,2025,1,1,2025-01-01,20,3-5
2025-01-01 21:00:00,Coastal,Coastal-T1,3MW-A,4.0712124571034485,304.2980887094164,71.39226392087974,71.39226392087974,74.35493513639494,40.67592975163247,215.92276941444962,2025,1,1,2025-01-01,21,3-5
2025-01-01 22:00:00,Coastal,Coastal-T1,3MW-A,8.784768813451002,154.10916863738333,1148.0416432420138,1148.0416432420138,77.39043184243948,41.416884595427135,3679.784108759722,2025,1,1,2025-01-01,22,7-9
2025-01-01 23:00:00,Coastal,Coastal-T1,3MW-A,2.196789923223344,226.6253219622,0.0,0.0,75.44995092379135,40.114036463202986,0.0,2025,1,1,2025-01-01,23,<3
2025-01-02 00:00:00,Coastal,Coastal-T1,3MW-A,1.9944842587751006,279.5145983746011,0.0,0.0,76.48775196219043,41.00786347750728,0.0,2025,1,1,2025-01-02,0,<3
2025-01-02 01:00:00,Coastal,Coastal-T1,3MW-A,7.768146722761891,252.79192430387988,779.1214283790232,779.1214283790232,77.17209473989168,41.38766972328856,2488.4929375957977,2025,1,1,2025-01-02,1,7-9
2025-01-02 02:00:00,Coastal,Coastal-T1,3MW-A,7.283261682486327,153.68550354069896,633.7692702652139,633.7692702652139,74.67331559859721,40.42994921329898,1913.373736570642,2025,1,1,2025-01-02,2,7-9
2025-01-02 03:00:00,Coastal,Coastal-T1,3MW-A,13.627226628823689,167.8845829905286,3000.0,3000.0,73.9910988569039,40.39550785694326,8966.724045653782,2025,1,1,2025-01-02,3,12-15
2025-01-02 04:00:00,Coastal,Coastal-T1,3MW-A,8.967871781151011,182.26014583612812,1224.3750964061376,1224.3750964061376,75.8507797603537,41.144509354343896,3821.082592715651,2025,1,1,2025-01-02,4,7-9
2025-01-02 05:00:00,Coastal,Coastal-T1,3MW-A,7.760388608338725,206.9298431324456,776.646883069163,776.646883069163,73.61935717994244,40.90322325056045,2338.6926847143736,2025,1,1,2025-01-02,5,7-9
2025-01-02 06:00:00,Coastal,Coastal-T1,3MW-A,7.5876464135286685,278.81719489912416,722.8198380670259,722.8198380670259,76.0301486126539,40.808499291469495,2242.675956012593,2025,1,1,2025-01-02,6,7-9
2025-01-02 07:00:00,Coastal,Coastal-T1,3MW-A,5.081719835160385,132.4913137498923,183.82664081959516,183.82664081959516,78.18824251893155,41.11667662345859,590.9733636009656,2025,1,1,2025-01-02,7,5-7
2025-01-02 08:00:00,Coastal,Coastal-T1,3MW-A,1.1992097101723358,238.00209027676456,0.0,0.0,77.42735405020946,41.12740986809564,0.0,2025,1,1,2025-01-02,8,<3
2025-01-02 09:00:00,Coastal,Coastal-T1,3MW-A,4.46272299920239,246.59834593037223,109.13426748149726,109.13426748149726,73.72263080847107,40.32953288628844,324.4779237153993,2025,1,1,2025-01-02,9,3-5
2025-01-02 10:00:00,Coastal,Coastal-T1,3MW-A,9.694848345191609,243.49732332946274,1559.4702196848998,1559.4702196848998,71.0146517825442,40.509724079651846,4486.25889743739,2025,1,1,2025-01-02,10,9-12
2025-01-02 11:00:00,Coastal,Coastal-T1,3MW-A,4.558422026891128,237.97838006747924,119.43635773253799,119.43635773253799,74.69716186557952,41.28517533598787,368.3280427931512,2025,1,1,2025-01-02,11,3-5
2025-01-02 12:00:00,Coastal,Coastal-T1,3MW-A,6.331514332179107,301.099087279195,400.0321224432662,400.0321224432662,74.48732995737012,41.752769746865795,1244.1208371873001,2025,1,1,2025-01-02,12,5-7
2025-01-02 13:00:00,Coastal,Coastal-T1,3MW-A,0.7096877881810559,239.26850060197407,0.0,0.0,78.17632185878796,41.91458834429485,0.0,2025,1,1,2025-01-02,13,<3
2025-01-02 14:00:00,Coastal,Coastal-T1,3MW-A,11.673659875134849,261.4175546735979,2758.0603793707887,2758.0603793707887,73.71588120745564,40.385305715916175,8210.85165526823,2025,1,1,2025-01-02,14,9-12
2025-01-02 15:00:00,Coastal,Coastal-T1,3MW-A,3.9980936129756963,243.81279029564206,65.09442156550769,65.09442156550769,74.23579489702223,41.73427057696438,201.6740234963665,2025,1,1,2025-01-02,15,3-5
2025-01-02 16:00:00,Coastal,Coastal-T1,3MW-A,5.296027467016535,317.5867699636975,214.36064462254646,214.36064462254646,77.06399468564875,41.501155235451485,685.5778183848631,2025,1,1,2025-01-02,16,5-7
2025-01-02 17:00:00,Coastal,Coastal-T1,3MW-A,12.672416191223181,96.01171562622763,3000.0,3000.0,73.43096217448563,40.953396206017345,9021.74186316235,2025,1,1,2025-01-02,17,12-15
2025-01-02 18:00:00,Coastal,Coastal-T1,3MW-A,7.71691505576252,286.9265146271572,762.8717727683857,762.8717727683857,74.3833641359466,41.313784826955214,2344.349433612717,2025,1,1,2025-01-02,18,7-9
2025-01-02 19:00:00,Coastal,Coastal-T1,3MW-A,11.986188695038464,194.33815354479364,2989.4892075825246,2989.4892075825246,79.99323945952129,41.55117131482481,9936.502484089298,2025,1,1,2025-01-02,19,9-12
2025-01-02 20:00:00,Coastal,Coastal-T1,3MW-A,9.084879926999538,193.1569883738168,1274.8165044818008,1274.8165044818008,79.32139810036566,42.21672271728965,4268.964603657946,2025,1,1,2025-01-02,20,9-12
2025-01-02 21:00:00,Coastal,Coastal-T1,3MW-A,10.328941156896033,151.83139540641537,1895.8800842936873,1895.8800842936873,76.7450207354963,40.2424944885583,5855.257047256545,2025,1,1,2025-01-02,21,9-12
2025-01-02 22:00:00,Coastal,Coastal-T1,3MW-A,3.1013237664312046,97.87827191959046,4.989736305920086,4.989736305920086,75.66327099310942,41.39293892523715,15.62748065383408,2025,1,1,2025-01-02,22,3-5
2025-01-02 23:00:00,Coastal,Coastal-T1,3MW-A,8.03426274343272,187.0863091465462,867.0311488808412,867.0311488808412,71.95732709943594,40.878757950640434,2550.3948036033694,2025,1,1,2025-01-02,23,7-9
2025-01-03 00:00:00,Coastal,Coastal-T1,3MW-A,7.696664679932356,168.7624014289338,756.5079427780948,756.5079427780948,76.53086732859796,40.83227528788822,2364.0339440858324,2025,1,1,2025-01-03,0,7-9
2025-01-03 01:00:00,Coastal,Coastal-T1,3MW-A,12.473960975706785,239.6504387676417,3000.0,3000.0,75.03240319771416,41.77247913899624,9402.868491975809,2025,1,1,2025-01-03,1,12-15
2025-01-03 02:00:00,Coastal,Coastal-T1,3MW-A,6.249551849675564,121.66425162375475,382.87144823543395,382.87144823543395,75.51938144485997,41.54442006448052,1201.2242914531644,2025,1,1,2025-01-03,2,5-7
2025-01-03 03:00:00,Coastal,Coastal-T1,3MW-A,8.629917485612882,295.89679077264736,1085.9210069294547,1085.9210069294547,73.30602348416487,40.27179715818468,3205.8183241325137,2025,1,1,2025-01-03,3,7-9
2025-01-03 04:00:00,Coastal,Coastal-T1,3MW-A,2.525673010943372,226.31603059286192,0.0,0.0,74.8224656922598,40.780005922265104,0.0,2025,1,1,2025-01-03,4,<3
2025-01-03 05:00:00,Coastal,Coastal-T1,3MW-A,6.51016957312875,195.12583850815273,439.0053106526493,439.0053106526493,74.30667218340453,41.13468015382853,1341.8553764137362,2025,1,1,2025-01-03,5,5-7
2025-01-03 06:00:00,Coastal,Coastal-T1,3MW-A,5.867221311533437,167.4345990488463,308.59771424235424,308.59771424235424,75.8029996379886,39.99648680177578,935.6231138852104,2025,1,1,2025-01-03,6,5-7
2025-01-03 07:00:00,Coastal,Coastal-T1,3MW-A,3.943190261372176,162.76757667285233,60.514422148138216,60.514422148138216,79.13377409137945,41.5764669469367,199.09866629439188,2025,1,1,2025-01-03,7,3-5
2025-01-03 08:00:00,Coastal,Coastal-T1,3MW-A,11.438545568298318,142.1947701227631,2591.9277186211925,2591.9277186211925,75.94077947481439,40.92522656338066,8055.43558237868,2025,1,1,2025-01-03,8,9-12
2025-01-03 09:00:00,Coastal,Coastal-T1,3MW-A,6.429447313768703,177.33835650557,421.12726740970277,421.12726740970277,69.89361274932277,41.09005930982649,1209.4491672919994,2025,1,1,2025-01-03,9,5-7
2025-01-03 10:00:00,Coastal,Coastal-T1,3MW-A,16.61221749534527,210.36302489367063,3000.0,3000.0,71.95276329712416,41.21023603984248,8895.571077580204,2025,1,1,2025-01-03,10,15-20
2025-01-03 11:00:00,Coastal,Coastal-T1,3MW-A,8.542552062593472,199.35819303338374,1051.8419910141263,1051.8419910141263,70.11552298722198,42.23088830076283,3114.5470709759247,2025,1,1,2025-01-03,11,7-9
2025-01-03 12:00:00,Coastal,Coastal-T1,3MW-A,8.703756540943873,125.1307275717128,1115.2669596435492,1115.2669596435492,72.48216396451964,41.00302600988967,3314.5600814052755,2025,1,1,2025-01-03,12,7-9
2025-01-03 13:00:00,Coastal,Coastal-T1,3MW-A,9.065583386791289,194.05030553737816,1266.4077194939985,1266.4077194939985,76.53096453672183,40.73008247470874,3947.535329301503,2025,1,1,2025-01-03,13,9-12
2025-01-03 14:00:00,Coastal,Coastal-T1,3MW-A,9.508013236110656,156.40902507977512,1468.3358275699563,1468.3358275699563,76.0575245035391,42.18387372777814,4711.010151761013,2025,1,1,2025-01-03,14,9-12
2025-01-03 15:00:00,Coastal,Coastal-T1,3MW-A,3.9508078135904925,219.59293110372465,61.14231828577296,61.14231828577296,73.06344701097296,40.630282381426014,181.50638193696952,2025,1,1,2025-01-03,15,3-5
2025-01-03 16:00:00,Coastal,Coastal-T1,3MW-A,7.028109722545185,321.87911251224693,564.6362340595329,564.6362340595329,75.65471494817771,40.614265093519506,1734.935537100637,2025,1,1,2025-01-03,16,7-9
2025-01-03 17:00:00,Coastal,Coastal-T1,3MW-A,4.995466538705063,247.50136164679623,172.2403855269427,172.2403855269427,72.5904354296475,40.01670644525371,500.32906412043405,2025,1,1,2025-01-03,17,3-5
2025-01-03 18:00:00,Coastal,Coastal-T1,3MW-A,6.6564869516009315,191.21280367067055,472.5592106371877,472.5592106371877,70.60350135936808,41.72759457546117,1392.21343876051,2025,1,1,2025-01-03,18,5-7
2025-01-03 19:00:00,Coastal,Coastal-T1,3MW-A,3.18445147020114,112.50700959153026,9.33450841392246,9.33450841392246,70.64635167215057,41.1670159532656,27.147546025329806,2025,1,1,2025-01-03,19,3-5
2025-01-03 20:00:00,Coastal,Coastal-T1,3MW-A,15.773968527150556,125.11654147927291,3000.0,3000.0,72.28426461614879,41.30516113855401,8957.139593255712,2025,1,1,2025-01-03,20,15-20
2025-01-03 21:00:00,Coastal,Coastal-T1,3MW-A,4.723034793977398,108.7966004714586,138.19578395701458,138.19578395701458,79.10884772552296,41.09376670918224,449.2579838174962,2025,1,1,2025-01-03,21,3-5
2025-01-03 22:00:00,Coastal,Coastal-T1,3MW-A,9.452758439535138,253.55810780405028,1442.0596955477563,1442.0596955477563,70.84103245426968,40.88511698651494,4176.700801681415,2025,1,1,2025-01-03,22,9-12
2025-01-03 23:00:00,Coastal,Coastal-T1,3MW-A,5.637181508171375,164.09583899735972,268.31977618221913,268.31977618221913,78.57715158676584,40.434900225629406,852.5215000698028,2025,1,1,2025-01-03,23,5-7
2025-01-04 00:00:00,Coastal,Coastal-T1,3MW-A,12.533262018834641,213.75601554745484,3000.0,3000.0,78.82963629013264,40.43816489269617,9563.177492194949,2025,1,1,2025-01-04,0,12-15
2025-01-04 01:00:00,Coastal,Coastal-T1,3MW-A,9.341350735260672,172.67914904745612,1390.007145903479,1390.007145903479,74.30858394924226,41.27842032675284,4263.625856300697,2025,1,1,2025-01-04,1,9-12
2025-01-04 02:00:00,Coastal,Coastal-T1,3MW-A,3.6956712587282476,215.47179251241045,41.40286861846252,41.40286861846252,74.70614939751806,41.06504966559638,127.01620622423357,2025,1,1,2025-01-04,2,3-5
2025-01-04 03:00:00,Coastal,Coastal-T1,3MW-A,11.946981940252414,294.1006278533673,2959.78349574522,2959.78349574522,73.01694192642879,42.10961533456996,9100.491709835718,2025,1,1,2025-01-04,3,9-12
2025-01-04 04:00:00,Coastal,Coastal-T1,3MW-A,14.601182546173387,168.90324407295742,3000.0,3000.0,74.77773276952443,40.453084360318094,9074.969795996683,2025,1,1,2025-01-04,4,12-15
2025-01-04 05:00:00,Coastal,Coastal-T1,3MW-A,13.25202109824084,189.54267964631163,3000.0,3000.0,76.82173371383956,40.64223821393203,9366.621604815364,2025,1,1,2025-01-04,5,12-15
2025-01-04 06:00:00,Coastal,Coastal-T1,3MW-A,8.329175664807442,161.6193653201848,971.4955111889395,971.4955111889395,74.87737262988695,40.27285879810629,2929.5698321005602,2025,1,1,2025-01-04,6,7-9
2025-01-04 07:00:00,Coastal,Coastal-T1,3MW-A,3.8813562688918495,262.47449421116,55.50678458040098,55.50678458040098,77.83459211164993,41.93446849082411,181.17149444378606,2025,1,1,2025-01-04,7,3-5
2025-01-04 08:00:00,Coastal,Coastal-T1,3MW-A,4.463444092875282,148.45696860514573,109.2102650880533,109.2102650880533,78.40120003353978,40.12613919753598,343.56866459042163,2025,1,1,2025-01-04,8,3-5
2025-01-04 09:00:00,Coastal,Coastal-T1,3MW-A,13.967380953338697,142.0210053294621,3000.0,3000.0,75.8764975412549,41.51442282618636,9449.907004493238,2025,1,1,2025-01-04,9,12-15
2025-01-04 10:00:00,Coastal,Coastal-T1,3MW-A,8.148941742665095,126.74022206570254,906.7593052682478,906.7593052682478,75.8271240050071,41.97609197662943,2886.148069123057,2025,1,1,2025-01-04,10,7-9
2025-01-04 11:00:00,Coastal,Coastal-T1,3MW-A,4.321786090721729,125.49158914858526,94.74710329472575,94.74710329472575,74.66302883235976,40.883162305564916,289.2118117073725,2025,1,1,2025-01-04,11,3-5
2025-01-04 12:00:00,Coastal,Coastal-T1,3MW-A,12.757862241781822,238.25366032028242,3000.0,3000.0,75.88351754167184,41.48230989852089,9443.470772560431,2025,1,1,2025-01-04,12,12-15
2025-01-04 13:00:00,Coastal,Coastal-T1,3MW-A,9.105726879677977,4.147501209307848,1283.941136275914,1283.941136275914,71.51007643359428,39.507460763715486,3627.36679525451,2025,1,1,2025-01-04,13,9-12
2025-01-04 14:00:00,Coastal,Coastal-T1,3MW-A,8.328916147180738,150.27742101558238,971.4002544810077,971.4002544810077,76.05993963014828,40.712895069945255,3008.0577874616683,2025,1,1,2025-01-04,14,7-9
2025-01-04 15:00:00,Coastal,Coastal-T1,3MW-A,6.3982624587375945,267.09274939837815,414.3395923989117,414.3395923989117,75.46015279549287,39.83246963040951,1245.4071319268319,2025,1,1,2025-01-04,15,5-7
2025-01-04 16:00:00,Coastal,Coastal-T1,3MW-A,6.739613589590508,225.06642250034224,492.29165066401515,492.29165066401515,72.26377851863454,41.099737366781795,1462.1171895588632,2025,1,1,2025-01-04,16,5-7
2025-01-04 17:00:00,Coastal,Coastal-T1,3MW-A,4.994651488611002,143.87864602488128,172.1327876392129,172.1327876392129,81.2879411734138,40.98706779500517,573.5041649914125,2025,1,1,2025-01-04,17,3-5
2025-01-04 18:00:00,Coastal,Coastal-T1,3MW-A,2.0549644650835455,193.39802699838071,0.0,0.0,71.93492896738486,40.448587355232114,0.0,2025,1,1,2025-01-04,18,<3
2025-01-04 19:00:00,Coastal,Coastal-T1,3MW-A,12.58032142741834,196.0249994597528,3000.0,3000.0,72.24305135295273,41.634952625178116,9023.50806173549,2025,1,1,2025-01-04,19,12-15
2025-01-04 20:00:00,Coastal,Coastal-T1,3MW-A,7.298323167205868,168.5578865025807,638.0052668680974,638.0052668680974,75.67756794982343,41.2271898847017,1990.559502444005,2025,1,1,2025-01-04,20,7-9
2025-01-04 21:00:00,Coastal,Coastal-T1,3MW-A,8.100724940660013,325.8364124227531,889.918347162413,889.918347162413,69.04361331839186,40.61901406387853,2495.7613213208942,2025,1,1,2025-01-04,21,7-9
2025-01-04 22:00:00,Coastal,Coastal-T1,3MW-A,5.858403297431008,95.6327658205708,306.9940219273468,306.9940219273468,72.47370201064923,40.62642296763469,903.8970109559828,2025,1,1,2025-01-04,22,5-7
2025-01-04 23:00:00,Coastal,Coastal-T1,3MW-A,10.458694817213871,232.86218689122455,1970.0475891409244,1970.0475891409244,70.27824372250195,39.963889074120715,5533.059773284137,2025,1,1,2025-01-04,23,9-12
2025-01-05 00:00:00,Coastal,Coastal-T1,3MW-A,1.6986167546261326,229.89146883802303,0.0,0.0,71.94885074712576,40.85304880445608,0.0,2025,1,1,2025-01-05,0,<3
2025-01-05 01:00:00,Coastal,Coastal-T1,3MW-A,6.357717510601244,175.22302810709544,405.6130124175254,405.6130124175254,74.4447010049215,42.44821037248809,1281.7550998102597,2025,1,1,2025-01-05,1,5-7
2025-01-05 02:00:00,Coastal,Coastal-T1,3MW-A,1.850763050225102,218.97017192252292,0.0,0.0,75.79785183607818,40.489776709541125,0.0,2025,1,1,2025-01-05,2,<3
2025-01-05 03:00:00,Coastal,Coastal-T1,3MW-A,3.57429885012077,262.65629812175416,32.91685404966353,32.91685404966353,78.14608219030123,41.27291391369843,106.16727324935725,2025,1,1,2025-01-05,3,3-5
2025-01-05 04:00:00,Coastal,Coastal-T1,3MW-A,15.730269755304512,219.16410812638048,3000.0,3000.0,77.25429976303109,40.60220017560842,9410.083630215137,2025,1,1,2025-01-05,4,15-20
2025-01-05 05:00:00,Coastal,Coastal-T1,3MW-A,9.289932397624812,235.0395193524408,1366.3978589786989,1366.3978589786989,78.3872430682164,41.53797700633072,4449.0563329477845,2025,1,1,2025-01-05,5,9-12
2025-01-05 06:00:00,Coastal,Coastal-T1,3MW-A,6.909238622063776,251.57471599632788,534.0922750743463,534.0922750743463,76.6018150365743,41.28639088822865,1689.126893739292,2025,1,1,2025-01-05,6,5-7
2025-01-05 07:00:00,Coastal,Coastal-T1,3MW-A,7.857415820598003,88.07664057500715,807.9521423990045,807.9521423990045,73.43709582147842,40.82064968713183,2422.0385046340807,2025,1,1,2025-01-05,7,7-9
2025-01-05 08:00:00,Coastal,Coastal-T1,3MW-A,12.505682783491926,298.7026875282985,3000.0,3000.0,78.17883584538802,39.748211750482604,9322.406764766109,2025,1,1,2025-01-05,8,12-15
2025-01-05 09:00:00,Coastal,Coastal-T1,3MW-A,6.079817449156749,346.6982382064633,348.73980223168013,348.73980223168013,73.37687547715981,40.62657629426668,1039.6112163256576,2025,1,1,2025-01-05,9,5-7
2025-01-05 10:00:00,Coastal,Coastal-T1,3MW-A,8.545731613343689,268.8477032229786,1053.070111174871,1053.070111174871,72.99915133185799,41.81255846448626,3214.2661899427976,2025,1,1,2025-01-05,10,7-9
2025-01-05 11:00:00,Coastal,Coastal-T1,3MW-A,9.594150992928443,270.81987796376126,1509.9115548469265,1509.9115548469265,79.41791402266225,40.81346615331826,4894.107043281752,2025,1,1,2025-01-05,11,9-12
2025-01-05 12:00:00,Coastal,Coastal-T1,3MW-A,6.1914494374662254,125.50518136099939,370.9758525377086,370.9758525377086,77.19787245178632,41.41753868755658,1186.1381095615677,2025,1,1,2025-01-05,12,5-7
2025-01-05 13:00:00,Coastal,Coastal-T1,3MW-A,7.810550730876839,202.89429788919122,792.7342599885393,792.7342599885393,75.49427454046928,40.64995127659607,2432.77348211363,2025,1,1,2025-01-05,13,7-9
2025-01-05 14:00:00,Coastal,Coastal-T1,3MW-A,10.653340111324598,161.27737124155811,2084.8086645724616,2084.8086645724616,77.08994011866041,39.69112296530886,6379.068974631849,2025,1,1,2025-01-05,14,9-12
2025-01-05 15:00:00,Coastal,Coastal-T1,3MW-A,13.395924325056162,174.76834437959468,3000.0,3000.0,77.4688480763332,41.27747891483777,9593.156229082844,2025,1,1,2025-01-05,15,12-15
2025-01-05 16:00:00,Coastal,Coastal-T1,3MW-A,3.954354874334367,268.02221453799274,61.43552133584096,61.43552133584096,70.75419268583342,41.20397728166894,179.10630196159505,2025,1,1,2025-01-05,16,3-5
2025-01-05 17:00:00,Coastal,Coastal-T1,3MW-A,14.157898343868434,161.76596476557788,3000.0,3000.0,74.55470490267722,40.58234729605366,9076.814780745724,2025,1,1,2025-01-05,17,12-15
2025-01-05 18:00:00,Coastal,Coastal-T1,3MW-A,0.8237027974213094,202.19392243828636,0.0,0.0,71.30309150841379,40.72625034585012,0.0,2025,1,1,2025-01-05,18,<3
2025-01-05 19:00:00,Coastal,Coastal-T1,3MW-A,10.481443154179875,95.48515671709804,1983.241911967225,1983.241911967225,75.20144338020826,41.183265082337655,6142.181469264315,2025,1,1,2025-01-05,19,9-12
2025-01-05 20:00:00,Coastal,Coastal-T1,3MW-A,11.342488624044137,200.49407988566574,2525.9865838027436,2525.9865838027436,72.82481122830396,40.57277292731598,7463.544000468224,2025,1,1,2025-01-05,20,9-12
2025-01-05 21:00:00,Coastal,Coastal-T1,3MW-A,3.7656559540934698,215.4010055931383,46.55665233834376,46.55665233834376,78.90565576404282,41.22221714013937,151.43324364933449,2025,1,1,2025-01-05,21,3-5
2025-01-05 22:00:00,Coastal,Coastal-T1,3MW-A,6.817706944868453,167.7125875116762,511.2781465188797,511.2781465188797,76.38860483608627,40.84208857203375,1595.1214351411081,2025,1,1,2025-01-05,22,5-7
2025-01-05 23:00:00,Coastal,Coastal-T1,3MW-A,11.42050960942253,166.80679203373444,2579.461518829615,2579.461518829615,72.40204206242012,39.35190947340957,7349.294982460105,2025,1,1,2025-01-05,23,9-12
2025-01-06 00:00:00,Coastal,Coastal-T1,3MW-A,1.3085123752802934,323.1853731590142,0.0,0.0,74.7789926159391,40.88332352276498,0.0,2025,1,1,2025-01-06,0,<3
2025-01-06 01:00:00,Coastal,Coastal-T1,3MW-A,8.95940650736366,137.41534284570378,1220.7763771649504,1220.7763771649504,71.2039025434487,40.57010547696482,3526.5175600106286,2025,1,1,2025-01-06,1,7-9
2025-01-06 02:00:00,Coastal,Coastal-T1,3MW-A,11.064566115142727,146.9629774259768,2341.402713942434,2341.402713942434,74.9555590159293,40.40417570682954,7090.979273268496,2025,1,1,2025-01-06,2,9-12
2025-01-06 03:00:00,Coastal,Coastal-T1,3MW-A,7.749186275669608,161.45937148190436,773.082482260323,773.082482260323,76.47338017561661,41.26176113489448,2439.4048321431383,2025,1,1,2025-01-06,3,7-9
2025-01-06 04:00:00,Coastal,Coastal-T1,3MW-A,10.118906636187258,281.92914135689387,1779.7139959361461,1779.7139959361461,75.62221976174432,40.64540664359959,5470.299565332923,2025,1,1,2025-01-06,4,9-12
2025-01-06 05:00:00,Coastal,Coastal-T1,3MW-A,4.850911176672204,336.09254662930397,153.7009462797299,153.7009462797299,69.04967909872052,41.356929844691074,438.92113853417044,2025,1,1,2025-01-06,5,3-5
2025-01-06 06:00:00,Coastal,Coastal-T1,3MW-A,4.534233051713077,229.9305511047614,116.79103824346528,116.79103824346528,73.8277872438332,41.74008185680229,359.9006803678074,2025,1,1,2025-01-06,6,3-5
2025-01-06 07:00:00,Coastal,Coastal-T1,3MW-A,6.268028474275907,166.96091904356956,386.70094695637925,386.70094695637925,76.35716140663622,41.08272668987724,1213.065554492774,2025,1,1,2025-01-06,7,5-7
2025-01-06 08:00:00,Coastal,Coastal-T1,3MW-A,4.307966759532014,184.3360583315913,93.38577673775328,93.38577673775328,75.74896495986037,39.91271888500113,282.337621415775,2025,1,1,2025-01-06,8,3-5
